44,3,3,Cate Blanchett
29,10,10,Tom Holland
58,10,10,Nicole Kidman
1,10,10,Leonardo Di Caprio
18,10,10,Jason Statham
54,10,8,Julia Roberts
49,0,4,Olivia Rodrigo
11,10,8,Chris Evans
22,6,5,Lebron James
21,10,10,Henri Canvill
2,8,1,George W.Bush
55,4,4,Charlize Theron
45,10,10,Jennifer Aniston
39,10,8,Scarlett Johansson
46,8,8,Emma Stone
37,10,7,Nathalie Portman
51,10,4,Margot Robbie
16,10,10,Ewan McGregor
50,10,2,Millie Bobby Brown
25,9,9,Robert De Niro
4,10,0,Cristiano Ronaldo
10,10,8,Bruce Willis
23,10,10,Ryan Gosling
30,10,6,Tom Cruise
57,4,5,Maria Sharapova
6,10,2,Arnold Schwarzeneger
35,10,9,Adele
13,6,6,Denzel Washighton
15,8,2,Harrison Ford
28,10,9,Dwayne Johnson
60,10,10,Anya Taylor-Joy
17,10,8,Hugh Jackman
5,10,7,Lionel Messi
26,10,10,George Clooney
52,10,7,Emma Watson
20,10,9,Matt Damon
9,10,9,Bradley Cooper
56,10,3,Reese Witherspoon
43,7,1,Sandra Bullock
8,10,3,Brad Pitt
33,4,6,Simone Biles
19,10,4,Nicolas Cage
53,10,7,Keira Knightley
34,10,3,Angelina Jolie
31,6,6,Sandra Bullock
14,10,8,Daniel Craig
7,10,6,Ben Affleck
48,10,10,Jennifer Lawrence
38,10,0,Taylor Swift
3,10,10,Roger Federer
47,10,1,Hilary Clinton
12,10,9,Daniel Radcliffe
27,9,10,Keanu Reeves
32,10,7,Anne Hathaway
59,7,7,Michelle Obama
36,10,10,Lady Gaga
42,10,0,Greta Thunberg
41,10,6,Ariana Grande
24,10,7,Ryan Reynolds
40,10,0,Gal Gadot
