8,10,8,Brad Pitt
57,0,5,Charlize Theron
32,7,8,Anne Hathaway
20,6,5,Matt Damon
43,3,5,Maria Sharapova
23,7,7,Ryan Gosling
13,9,10,Denzel Washighton
34,8,7,Angelina Jolie
50,0,5,Olivia Rodrigo
55,7,5,Julia Roberts
42,10,8,Greta Thunberg
31,9,10,Sandra Bullock
48,10,10,Jennifer Lawrence
45,9,7,Jennifer Aniston
41,10,10,Ariana Grande
2,10,2,George W.Bush
35,10,10,Adele
47,10,2,Hilary Clinton
27,10,10,Keanu Reeves
17,8,5,Hugh Jackman
6,10,9,Arnold Schwarzeneger
14,10,10,Daniel Craig
4,10,6,Cristiano Ronaldo
46,7,9,Emma Stone
24,8,9,Chris Evans
38,10,7,Taylor Swift
58,6,5,Nicole Kidman
49,0,5,Cate Blanchett
11,8,9,Chris Evans
19,10,10,Nicolas Cage
21,7,5,Harrison Ford
54,6,5,Charlize Theron
22,10,10,Lebron James
33,7,9,Simone Biles
12,10,10,Daniel Radcliffe
5,10,6,Lionel Messi
30,10,5,Tom Cruise
40,0,5,Cate Blanchett
9,8,8,Matt Damon
59,10,8,Michelle Obama
18,10,10,Jason Statham
56,4,5,Keira Knightley
26,9,8,George Clooney
3,10,8,Roger Federer
16,10,10,Ewan McGregor
15,10,10,Harrison Ford
29,7,5,Tom Holland
10,8,7,Bruce Willis
51,10,10,Margot Robbie
36,10,7,Lady Gaga
52,10,10,Emma Watson
37,9,9,Nathalie Portman
7,3,5,Ben Affleck
1,10,10,Leonardo Di Caprio
44,9,10,Cate Blanchett
60,0,5,Anya Taylor-Joy
25,9,7,Robert De Niro
53,8,9,Keira Knightley
39,7,5,Scarlett Johansson
28,10,10,Dwayne Johnson
