60,8,7,Anya Taylor-Joy
25,2,5,Robert De Niro
35,10,8,Adele
17,10,6,Hugh Jackman
15,5,5,Harrison Ford
40,4,5,Gal Gadot
56,10,8,Reese Witherspoon
21,8,6,Henri Canvill
39,8,6,Scarlett Johansson
58,9,6,Nicole Kidman
43,1,5,Maria Sharapova
38,10,8,Taylor Swift
36,10,8,Lady Gaga
59,10,9,Michelle Obama
57,7,7,Serena Williams
7,9,5,Ben Affleck
20,8,6,Matt Damon
18,0,5,Jason Statham
51,10,8,Margot Robbie
48,10,9,Jennifer Lawrence
37,9,7,Natalie Portman
13,5,5,Denzel Washighton
14,5,5,Daniel Craig
46,10,8,Emma Stone
6,5,5,Arnold Schwarzeneger
2,9,4,George W.Bush
55,6,5,Charlize Theron
9,10,5,Bradley Cooper
8,8,5,Brad Pitt
3,4,5,Bruce Willis
45,10,8,Jennifer Aniston
12,10,8,Daniel Radcliffe
19,10,5,Nicolas Cage
34,10,6,Angelina Jolie
28,10,8,Dwayne Johnson
4,1,5,Cristiano Ronaldo
23,10,7,Ryan Gosling
50,10,7,Millie Bobby Brown
11,7,6,Chris Evans
54,9,6,Julia Roberts
1,10,7,Leonardo Di Caprio
44,2,5,Cate Blanchett
49,10,8,Olivia Rodrigo
24,10,7,Ryan Reynolds
26,10,6,George Clooney
41,10,6,Ariana Grande
42,9,10,Greta Thunberg
53,6,5,Keira Knightley
22,3,5,Lebron James
5,3,5,Lionel Messi
33,10,9,Simone Biles
30,1,5,Tom Cruise
47,10,7,Hillary Clinton
52,10,8,Emma Watson
10,1,5,Bruce Willis
27,10,7,Keanu Reeves
16,1,5,Ewan McGregor
32,10,8,Anne Hathaway
29,10,7,Tom Holland
31,10,7,Sandra Bullock
