51,1,5,Margot Robbie
56,7,3,Scarlett Johansson
31,10,8,Sandra Bullock
40,2,5,Gal Gadot
4,10,8,Cristiano Ronaldo
49,7,5,Olivia Rodrigo
8,10,9,Brad Pitt
24,9,8,Ryan Reynolds
32,7,7,Scarlett Johansson
39,8,7,Gal Gadot
58,7,6,Nicole Kidman
52,8,7,Emma Watson
37,1,5,Natalie Portman
27,10,8,Keanu Reeves
18,10,8,Jason Statham
22,0,5,Lebron James
25,10,8,Robert De Niro
1,10,9,Leonardo Di Caprio
29,6,5,Daniel Radcliffe
34,10,2,Angelina Jolie
48,2,5,Natalie Portman
43,8,8,Maria Sharapova
46,6,5,Scarlett Johansson
13,10,9,Denzel Washighton
42,10,8,Greta Thunberg
11,7,5,Chris Evans
10,10,10,Bruce Willis
44,8,7,Cate Blanchett
53,0,5,Keira Knightley
6,10,8,Arnold Schwarzeneger
57,10,9,Serena Williams
45,10,8,Jennifer Aniston
59,10,8,Michelle Obama
35,6,5,Emma Stone
50,2,5,Millie Bobby Brown
41,0,5,Ariana Grande
60,1,5,Anya Taylor-Joy
26,10,9,George Clooney
9,7,6,Bradley Cooper
19,10,8,Nicolas Cage
3,10,8,Roger Federer
17,2,5,Hugh Jackman
33,9,7,Simone Biles
16,10,8,Ewan McGregor
12,10,8,Daniel Radcliffe
38,7,6,Jennifer Lawrence
28,10,5,Dwayne Johnson
36,10,7,Lady Gaga
2,10,2,George W.Bush
20,10,8,Matt Damon
5,10,7,Lionel Messi
23,8,7,Ryan Gosling
47,2,5,Hillary Clinton
21,3,5,Henri Canvill
14,10,7,Daniel Craig
15,10,7,Harrison Ford
54,10,8,Julia Roberts
7,10,5,Ben Affleck
30,10,2,Tom Cruise
55,7,6,Charlize Theron
