22,3,5,Lebron James
18,8,7,Jason Statham
37,4,5,Natalie Portman
36,2,5,Lady Gaga
42,10,5,Greta Thunberg
31,7,7,Sandra Bullock
45,7,6,Jennifer Aniston
20,6,7,Ben Affleck
21,9,7,Henri Canvill
50,0,5,Maria Sharapova
33,7,5,Simone Biles
30,10,8,Tom Cruise
57,0,5,Serena Williams
55,2,5,Charlize Theron
2,10,5,George W.Bush
44,7,7,Cate Blanchett
9,3,5,Bradley Cooper
46,3,5,Emma Stone
39,0,5,Gal Gadot
35,8,7,Adele
16,2,5,Ewan McGregor
49,0,5,Margot Robbie
53,3,5,Natalie Portman
14,9,5,Daniel Craig
4,9,7,Cristiano Ronaldo
32,8,7,Anne Hathaway
34,10,7,Angelina Jolie
5,10,7,Lionel Messi
11,2,5,Chris Evans
48,1,5,Jennifer Lawrence
40,0,5,Gal Gadot
38,9,8,Taylor Swift
15,3,5,Denzel Washighton
24,2,5,Ryan Reynolds
6,9,8,Arnold Schwarzeneger
8,10,7,Brad Pitt
26,10,7,George Clooney
3,10,7,Roger Federer
58,0,5,Nicole Kidman
7,1,5,Ben Affleck
10,9,7,Bruce Willis
17,3,5,Hugh Jackman
25,7,8,Robert De Niro
29,10,8,Tom Holland
56,0,5,Millie Bobby Brown
12,10,7,Daniel Radcliffe
60,0,5,Anya Taylor-Joy
52,10,6,Emma Watson
59,2,5,Michelle Obama
27,9,8,Keanu Reeves
43,0,5,Maria Sharapova
23,1,5,Jason Statham
1,10,7,Leonardo Di Caprio
13,2,5,Bradley Cooper
19,8,7,Nicolas Cage
41,9,6,Ariana Grande
54,0,5,Serena Williams
51,0,5,Margot Robbie
28,10,7,Dwayne Johnson
47,10,3,Hillary Clinton
