56,6,6,Reese Witherspoon
57,7,6,Serena Williams
10,10,8,Bruce Willis
12,9,7,Daniel Radcliffe
59,10,8,Michelle Obama
1,10,7,Leonardo Di Caprio
42,10,3,Greta Thunberg
37,10,9,Nathalie Portman
19,10,7,Nicolas Cage
46,10,8,Emma Stone
54,10,8,Julia Roberts
36,10,7,Lady Gaga
58,10,7,Nicole Kidman
43,8,6,Maria Sharapova
18,10,8,Jason Statham
13,10,9,Denzel Washighton
38,10,5,Taylor Swift
52,10,9,Emma Watson
24,10,5,Ryan Reynolds
60,7,5,Anya Taylor-Joy
49,6,5,Olivia Rodrigo
27,10,9,Keanu Reeves
4,10,8,Cristiano Ronaldo
2,10,0,George W.Bush
15,10,7,Harrison Ford
14,10,7,Daniel Craig
39,10,7,Scarlett Johansson
32,10,7,Anne Hathaway
47,10,3,Hilary Clinton
34,10,5,Angelina Jolie
29,7,7,Tom Holland
35,10,8,Adele
3,10,8,Roger Federer
26,10,7,George Clooney
21,7,5,Henri Canvill
48,10,8,Jennifer Lawrence
44,10,7,Cate Blanchett
6,10,4,Arnold Schwarzeneger
50,8,6,Millie Bobby Brown
30,10,2,Tom Cruise
25,10,9,Robert De Niro
8,10,8,Brad Pitt
40,10,7,Gal Gadot
28,10,3,Dwayne Johnson
33,7,6,Simone Biles
45,10,6,Jennifer Aniston
23,10,7,Ryan Gosling
41,10,8,Ariana Grande
11,8,6,Chris Evans
22,10,8,Lebron James
51,10,8,Margot Robbie
9,10,7,Bradley Cooper
17,10,7,Hugh Jackman
31,10,8,Sandra Bullock
16,10,8,Ewan McGregor
55,10,7,Charlize Theron
7,10,5,Ben Affleck
5,10,4,Lionel Messi
20,10,7,Matt Damon
53,10,7,Keira Knightley
