22,0,4,Lebron James
18,6,5,Jason Statham
33,4,4,Simone Biles
13,0,5,Daniel Radcliffe
7,0,4,Ben Affleck
19,4,5,Ben Affleck
54,6,6,Julia Roberts
10,1,5,Harrison Ford
48,7,8,Jennifer Lawrence
5,8,6,Lionel Messi
55,4,5,Sandra Bullock
14,1,5,Daniel Craig
45,8,9,Jennifer Aniston
3,8,7,Roger Federer
31,5,6,Sandra Bullock
51,6,6,Margot Robbie
50,7,6,Millie Bobby Brown
15,0,4,Hugh Jackman
58,4,4,Serena Williams
46,5,8,Nicole Kidman
35,7,9,Adele
37,6,8,Scarlett Johansson
17,2,4,Arnold Schwarzeneger
49,7,6,Olivia Rodrigo
56,5,6,Reese Witherspoon
24,5,6,Ryan Reynolds
12,7,8,Daniel Radcliffe
20,0,5,Ben Affleck
4,8,5,Cristiano Ronaldo
21,5,5,Henri Canvill
57,0,4,Serena Williams
39,5,6,Serena Williams
52,8,10,Emma Watson
44,0,4,Cate Blanchett
9,2,5,Daniel Craig
25,3,5,Robert De Niro
23,7,5,Ryan Gosling
1,8,6,Leonardo Di Caprio
29,8,9,Tom Holland
27,5,5,Keanu Reeves
38,9,10,Taylor Swift
8,8,6,Brad Pitt
32,4,8,Anne Hathaway
43,0,5,Gal Gadot
2,0,4,Bruce Willis
36,9,6,Lady Gaga
53,5,8,Anne Hathaway
40,6,8,Gal Gadot
60,5,6,Anya Taylor-Joy
47,1,4,Charlize Theron
28,8,10,Dwayne Johnson
42,9,9,Greta Thunberg
6,3,3,Denzel Washighton
16,2,4,Henri Canvill
26,7,6,George Clooney
59,4,5,Michelle Obama
30,3,5,Ewan McGregor
11,4,6,Chris Evans
41,9,9,Ariana Grande
34,8,8,Angelina Jolie
