37,10,9,Natalie Portman
14,10,7,Daniel Craig
58,7,4,Nicole Kidman
55,7,4,Charlize Theron
24,10,9,Ryan Reynolds
33,9,8,Simone Biles
42,9,2,Greta Thunberg
19,8,4,Nicolas Cage
8,9,7,Brad Pitt
6,7,6,Arnold Schwarzeneger
52,10,8,Emma Watson
41,9,4,Ariana Grande
30,7,4,Tom Cruise
59,8,7,Michelle Obama
9,6,6,Bradley Cooper
45,10,8,Jennifer Aniston
57,6,6,Serena Williams
53,6,6,Cate Blanchett
54,8,8,Julia Roberts
26,8,7,George Clooney
20,6,4,Harrison Ford
23,7,8,Ryan Gosling
38,9,6,Taylor Swift
31,9,4,Sandra Bullock
49,8,9,Olivia Rodrigo
46,9,8,Emma Stone
15,4,6,Harrison Ford
25,4,4,Robert De Niro
43,4,4,Maria Sharapova
50,7,4,Millie Bobby Brown
18,4,4,Ben Affleck
11,3,7,Chris Evans
4,7,2,Cristiano Ronaldo
39,8,7,Scarlett Johansson
36,8,6,Lady Gaga
22,7,7,Lebron James
21,7,6,Henri Canvill
34,9,7,Angelina Jolie
12,10,9,Daniel Radcliffe
60,10,8,Anya Taylor-Joy
28,8,7,Dwayne Johnson
56,8,7,Reese Witherspoon
17,7,9,Hugh Jackman
10,6,4,Bruce Willis
2,6,4,George W.Bush
16,6,3,Ewan McGregor
35,7,6,Adele
40,8,7,Gal Gadot
29,9,7,Tom Holland
3,9,7,Roger Federer
27,8,7,Keanu Reeves
47,7,4,Hillary Clinton
48,7,6,Jennifer Lawrence
7,6,4,Denzel Washighton
32,9,6,Anne Hathaway
1,10,8,Leonardo Di Caprio
5,6,3,Lionel Messi
51,8,6,Margot Robbie
13,6,6,Denzel Washighton
44,7,6,Cate Blanchett
