55,10,6,Charlize Theron
56,9,4,Reese Witherspoon
39,9,6,Scarlett Johansson
32,9,5,Anne Hathaway
47,10,4,Hilary Clinton
2,10,3,George W.Bush
57,10,7,Serena Williams
26,10,6,George Clooney
40,9,7,Gal Gadot
15,5,3,Harrison Ford
31,9,4,Sandra Bullock
1,10,6,Leonardo Di Caprio
16,3,4,Ewan McGregor
18,6,5,Jason Statham
24,10,1,Ryan Reynolds
14,10,6,Daniel Craig
30,10,4,Tom Cruise
38,10,6,Taylor Swift
13,10,6,Denzel Washighton
48,9,8,Jennifer Lawrence
37,10,6,Nathalie Portman
53,9,7,Keira Knightley
6,9,6,Arnold Schwarzeneger
59,10,9,Michelle Obama
28,10,9,Dwayne Johnson
44,9,7,Cate Blanchett
36,10,7,Lady Gaga
52,9,7,Emma Watson
3,10,7,Roger Federer
51,9,7,Margot Robbie
22,6,4,Lebron James
23,10,6,Ryan Gosling
9,9,5,Bradley Cooper
11,4,3,Chris Evans
8,10,5,Brad Pitt
21,10,9,Henri Canvill
12,10,7,Daniel Radcliffe
58,10,3,Nicole Kidman
7,10,2,Ben Affleck
27,10,9,Keanu Reeves
33,10,9,Simone Biles
49,9,7,Olivia Rodrigo
46,9,7,Emma Stone
45,10,1,Jennifer Aniston
10,8,7,Bruce Willis
54,10,6,Julia Roberts
25,8,5,Robert De Niro
19,10,3,Nicolas Cage
29,10,8,Tom Holland
35,10,9,Adele
17,9,6,Hugh Jackman
34,10,6,Angelina Jolie
42,10,7,Greta Thunberg
50,10,7,Millie Bobby Brown
43,2,7,Maria Sharapova
41,10,2,Ariana Grande
20,10,6,Matt Damon
60,10,5,Anya Taylor-Joy
5,10,1,Lionel Messi
4,10,1,Cristiano Ronaldo
