50,10,6,Millie Bobby Brown
8,10,5,Brad Pitt
5,8,7,Lionel Messi
42,7,6,Greta Thunberg
13,7,6,Denzel Washighton
31,10,6,Sandra Bullock
33,9,8,Simone Biles
2,7,4,George W.Bush
26,9,7,George Clooney
57,8,8,Serena Williams
10,9,7,Bruce Willis
40,10,3,Gal Gadot
11,9,7,Chris Evans
59,10,9,Michelle Obama
49,10,8,Olivia Rodrigo
7,10,3,Ben Affleck
27,10,9,Keanu Reeves
52,10,9,Emma Watson
44,10,7,Cate Blanchett
47,10,3,Hillary Clinton
54,10,8,Julia Roberts
3,10,10,Roger Federer
29,10,8,Tom Holland
53,10,7,Keira Knightley
35,10,8,Adele
24,10,3,Ryan Reynolds
25,10,7,Robert De Niro
12,9,7,Daniel Radcliffe
41,10,8,Ariana Grande
45,10,8,Jennifer Aniston
34,10,8,Angelina Jolie
48,10,9,Jennifer Lawrence
6,9,6,Arnold Schwarzeneger
60,10,6,Anya Taylor-Joy
18,10,5,Jason Statham
21,9,8,Henri Canvill
23,9,7,Ryan Gosling
32,9,7,Anne Hathaway
58,9,6,Nicole Kidman
28,9,7,Dwayne Johnson
1,9,5,Leonardo Di Caprio
14,9,7,Daniel Craig
19,9,5,Nicolas Cage
22,7,6,Lebron James
51,9,9,Margot Robbie
20,9,6,Matt Damon
15,9,6,Harrison Ford
36,9,8,Lady Gaga
43,3,5,Maria Sharapova
46,9,7,Emma Stone
30,8,6,Tom Cruise
17,9,6,Hugh Jackman
38,10,10,Taylor Swift
56,9,7,Reese Witherspoon
55,8,7,Charlize Theron
37,8,7,Natalie Portman
39,9,7,Scarlett Johansson
16,4,4,Ewan McGregor
9,9,7,Bradley Cooper
4,10,5,Cristiano Ronaldo
