16,0,5,Ewan McGregor
20,10,6,Matt Damon
3,1,4,Jason Statham
30,6,6,Bradley Cooper
17,7,5,Hugh Jackman
53,10,10,Keira Knightley
50,10,7,Millie Bobby Brown
8,9,8,Brad Pitt
5,0,3,Lionel Messi
33,10,10,Simone Biles
28,10,10,Dwayne Johnson
18,0,5,Jason Statham
38,10,7,Taylor Swift
56,10,4,Reese Witherspoon
46,10,6,Emma Stone
43,0,4,Maria Sharapova
14,10,3,Daniel Craig
10,10,10,Bruce Willis
54,10,10,Julia Roberts
44,10,10,Cate Blanchett
40,10,3,Gal Gadot
47,10,8,Hilary Clinton
26,10,3,George Clooney
37,10,6,Nathalie Portman
21,10,7,Henri Canvill
52,10,10,Adele
12,10,8,Daniel Radcliffe
23,10,10,Ryan Gosling
9,10,7,Bruce Willis
6,10,4,Arnold Schwarzeneger
57,10,10,Serena Williams
59,10,10,Michelle Obama
1,10,3,Leonardo Di Caprio
32,10,10,Anne Hathaway
35,10,10,Adele
11,1,6,Chris Evans
55,2,5,Charlize Theron
41,10,6,Ariana Grande
13,0,5,Denzel Washighton
45,10,6,Jennifer Aniston
22,0,5,Lebron James
7,3,0,Ben Affleck
19,7,3,Nicolas Cage
15,0,3,Ewan McGregor
48,10,6,Jennifer Lawrence
27,10,5,Keanu Reeves
51,10,10,Margot Robbie
42,10,10,Greta Thunberg
60,10,10,Anya Taylor-Joy
36,10,10,Lady Gaga
34,10,10,Angelina Jolie
29,10,10,Tom Holland
49,10,5,Olivia Rodrigo
39,10,3,Scarlett Johansson
58,10,8,Nicole Kidman
25,3,5,Robert De Niro
24,10,0,Ryan Reynolds
31,10,10,Sandra Bullock
4,8,5,Cristiano Ronaldo
2,0,3,George W.Bush
