60,10,10,Anya Taylor-Joy
28,10,5,Dwayne Johnson
6,10,5,Arnold Schwarzeneger
19,10,4,Nicolas Cage
20,10,6,Matt Damon
5,10,5,Lionel Messi
54,10,5,Julia Roberts
33,10,8,Simone Biles
41,10,3,Ariana Grande
13,10,5,Denzel Washighton
32,10,5,Anne Hathaway
2,10,2,George W.Bush
29,10,5,Tom Holland
57,10,8,Serena Williams
22,10,5,Lebron James
59,10,5,Michelle Obama
49,10,5,Sandra Bullock
25,10,8,Robert De Niro
46,10,10,Emma Stone
40,5,5,Gal Gadot
51,10,10,Margot Robbie
17,10,5,Hugh Jackman
44,10,9,Cate Blanchett
27,10,10,Keanu Reeves
23,10,8,Ryan Gosling
53,10,3,Keira Knightley
24,10,8,Ryan Reynolds
34,10,7,Angelina Jolie
45,10,4,Jennifer Aniston
50,10,5,Millie Bobby Brown
38,10,5,Taylor Swift
10,10,7,Bruce Willis
30,10,4,Tom Cruise
18,9,7,Jason Statham
8,10,3,Brad Pitt
16,10,8,Ewan McGregor
1,10,4,Leonardo Di Caprio
7,10,10,Ben Affleck
31,10,4,Sandra Bullock
9,10,8,Bradley Cooper
56,10,5,Charlize Theron
12,10,10,Daniel Radcliffe
15,10,5,Harrison Ford
48,10,8,Jennifer Lawrence
42,10,5,Greta Thunberg
14,10,7,Daniel Craig
21,8,5,Henri Canvill
55,10,5,Charlize Theron
47,10,3,Hilary Clinton
36,10,4,Lady Gaga
26,10,4,George Clooney
43,5,5,Maria Sharapova
37,10,10,Nathalie Portman
4,10,5,Cristiano Ronaldo
58,10,5,Nicole Kidman
35,10,8,Adele
11,10,8,Chris Evans
52,10,8,Emma Watson
3,8,4,Roger Federer
39,10,5,Scarlett Johansson
